X,Y,Score,Match_addr,ICO,ZNACKA,NAZEV,ULICE,PSC,MESTO,OKRES,KRAJ,rok,addr,ul
-496209.8719,-1140917.7377,100,"U Nemocnice 980, Valašské Meziříčí 75701",64124142,,Lékárna 1004,U nemocnice 980,75701,Valašské Meziříčí,Vsetín,Severní Morava,1999,"U nemocnice 980, Valašské Meziříčí 75701",U
-520112.713599999,-1165234.9781,NA,,49621173,BENU,BENU Lékárna,tř. T.Bati 3705,76001,Zlín,,,2015,"tř. T.Bati 3705, Zlín 76001",tř.
-520112.713599999,-1165234.9781,NA,,46971092,,"Centropharm, s.r.o.",tř. T. Bati 3705,76001,Zlín,Zlín,Jižní Morava,1999,"tř. T. Bati 3705, Zlín 76001",tř.
-770428.0953,-1053842.8531,100,"Obchodní 250, Beroun 26601",26230071,Dr.Max,Dr.Max LÉKÁRNA,Obchodní 250,26601,Beroun,,,2015,"Obchodní 250, Beroun 26601",Obchodní
-770428.0953,-1053842.8531,100,"Obchodní 250, Beroun 26601",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Obchodní 250,26601,Beroun,Beroun,Středočeský kraj,2007,"Obchodní 250, Beroun 26601",Obchodní
-780630.855599999,-986681.580200002,100,"Pražská 206, Bílina 41801",49621173,BENU,BENU Lékárna,Pražská 206/95,41801,Bílina,,,2015,"Pražská 206, Bílina 41801",Pražská
-780630.855599999,-986681.580200002,100,"Pražská 206, Bílina 41801",49086979,,Lékárna U Polikliniky,Pražská 206/95,41801,Bílina,Teplice,Ústecký kraj,2007,"Pražská 206, Bílina 41801",Pražská
-593456.951299999,-1142664.7078,100,"Seifertova 1683, Blansko 67801",26230071,Dr.Max,Dr.Max LÉKÁRNA,Seifertova 1683/6a,67801,Blansko,,,2015,"Seifertova 1683, Blansko 67801",Seifertova
-593463.423799999,-1142656.3499,95,"Seifertova 6, Blansko 67801",60583304,,Lékárna Alba,Seifertova 6a,67801,Blansko,Blansko,Jihomoravský kraj,2007,"Seifertova 6a, Blansko 67801",Seifertova
-464965.241300002,-1094122.9268,100,"Čáslavská 1176, Bohumín 73581",25319141,Agel,LÉKÁRNA AGEL,Čáslavská 1176,73581,Bohumín,,,2015,"Čáslavská 1176, Bohumín 73581",Čáslavská
-464965.241300002,-1094122.9268,100,"Čáslavská 1176, Bohumín 73581",61988243,,Lékárna Clara,Čáslavská 1176,73581,Bohumín,Karviná,Moravskoslezský kraj,2007,"Čáslavská 1176, Bohumín 73581",Čáslavská
-599454.065200001,-1153129.0256,96.25,"Hradecká 408, Brno 62100",26230071,Dr.Max,Dr.Max LÉKÁRNA,Hradecká 40,62100,Brno,,,2015,"Hradecká 40, Brno 62100",Hradecká
-599454.065200001,-1153129.0256,96.25,"Hradecká 408, Brno 62100",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna Globus",Hradecká 40,62100,Brno,Brno-město,Jihomoravský kraj,2007,"Hradecká 40, Brno 62100",Hradecká
-600686.912700001,-1162511.9081,95,"Kamenice 1, Brno 62500",26230071,Dr.Max,Dr.Max LÉKÁRNA,Kamenice 1a,62500,Brno,,,2015,"Kamenice 1a, Brno 62500",Kamenice
-600297.059799999,-1162886.6497,NA,,26307260,,"KAUFARM spol. s r.o., A Lékárna v Kauflandu",Kamenice 1a,60200,Brno,Brno-město,Jihomoravský kraj,2007,"Kamenice 1a, Brno 60200",Kamenice
-604334.9846,-1157207.7756,100,"Kubíčkova 6, Brno 63500",26230071,Dr.Max,Dr.Max LÉKÁRNA,Kubíčkova 6,63500,Brno,,,2015,"Kubíčkova 6, Brno 63500",Kubíčkova
-604334.9846,-1157207.7756,100,"Kubíčkova 6, Brno 63500",48510173,,Lékárna Akát,Kubíčkova 6,63500,Brno,Brno-město,Jihomoravský kraj,2007,"Kubíčkova 6, Brno 63500",Kubíčkova
-603174.0108,-1160252.5363,100,"Libušina třída 578, Brno 62300",26230071,Dr.Max,Dr.Max LÉKÁRNA,Libušina třída 578/19,62300,Brno,,,2015,"Libušina třída 578, Brno 62300",Libušina
-603174.0108,-1160252.5363,100,"Libušina třída 19, Brno 62300",60746882,,Lékárna LIPSKO,Libušina třída 19,62300,Brno,Brno-město,Jihomoravský kraj,2007,"Libušina třída 19, Brno 62300",Libušina
-598117.750599999,-1159803.9558,100,"Lidická 42, Brno 60200",49621173,BENU,BENU Lékárna,Lidická 42,60200,Brno,,,2015,"Lidická 42, Brno 60200",Lidická
-598117.750599999,-1159803.9558,100,"Lidická 42, Brno 60200",71178058,,Lékárna Na Lidické,Lidická 42,60200,Brno,Brno-město,Jihomoravský kraj,2007,"Lidická 42, Brno 60200",Lidická
-600210.374499999,-1157946.3588,100,"Makovského náměstí 3147, Brno 61600",49621173,BENU,BENU Lékárna,Makovského náměstí 3147/2,61600,Brno,,,2015,"Makovského náměstí 3147, Brno 61600",Makovského
-600210.374499999,-1157946.3588,100,"Makovského náměstí 2, Brno 61600",26904896,,Lékárna U RUBÍNU a.s.,Makovského náměstí 2,61600,Brno,Brno-město,Jihomoravský kraj,2007,"Makovského náměstí 2, Brno 61600",Makovského
-601597.2421,-1163391.0258,100,"U pošty 14, Brno 62500",26230071,Dr.Max,Dr.Max LÉKÁRNA,U Pošty 14,62500,Brno,,,2015,"U Pošty 14, Brno 62500",U
-601597.2421,-1163391.0258,100,"U pošty 14, Brno 62500",27382443,,"APOTHEKA U POŠTY, s.r.o., Lékárna U Pošty",U Pošty 14,62500,Brno,Brno-město,Jihomoravský kraj,2007,"U Pošty 14, Brno 62500",U
-527032.1646,-1078678.9683,96.25,"Nádražní 29, Bruntál 79201",25319141,Agel,LÉKÁRNA AGEL,Nádražní 29a/1778,79201,Bruntál,,,2015,"Nádražní 29a, Bruntál 79201",Nádražní
-527032.1646,-1078678.9683,96.25,"Nádražní 29, Bruntál 79201",45194556,,"Lemak s.r.o., Lékárna 1 ",Nádražní 29a,79201,Bruntál,Bruntál,Moravskoslezský kraj,2007,"Nádražní 29a, Bruntál 79201",Nádražní
-725637.336399999,-978416.4428,100,"Erbenova 2906, Česká Lípa 47001",26230071,Dr.Max,Dr.Max LÉKÁRNA,Erbenova 2906,47001,Česká Lípa,,,2015,"Erbenova 2906, Česká Lípa 47001",Erbenova
-725637.336399999,-978416.4428,100,"Erbenova 2906, Česká Lípa 47001",26849518,,"PeSa - RoTe, s.r.o., Prima lékárna",Erbenova 2906,47001,Česká Lípa,Česká Lípa,Liberecký kraj,2007,"Erbenova 2906, Česká Lípa 47001",Erbenova
-601445.171999998,-1080879.9284,100,"Masarykova 1293, Česká Třebová 56002",49621173,BENU,BENU Lékárna,Masarykova 1293,56002,Česká Třebová,,,2015,"Masarykova 1293, Česká Třebová 56002",Masarykova
-601445.171999998,-1080879.9284,100,"Masarykova 1293, Česká Třebová 56002",27466655,,"LÉKÁRNA ARNIKA ČT s.r.o., Lékárna Arnica",Masarykova 1293,56002,Česká Třebová,Ústí nad Orlicí,Pardubický kraj,2007,"Masarykova 1293, Česká Třebová 56002",Masarykova
-757126.556000002,-1162962.556,100,"České Vrbné 2327, České Budějovice 37011",26230071,Dr.Max,Dr.Max LÉKÁRNA,České Vrbné 2327,37011,České Budějovice,,,2015,"České Vrbné 2327, České Budějovice 37011",České
-757126.556000002,-1162962.556,100,"České Vrbné 2327, České Budějovice 37011",25565907,,"Pharmazet, s.r.o., Lékárna V Globusu ",České Vrbné 2327,37011,České Budějovice,České Budějovice,Jihočeský kraj,2007,"České Vrbné 2327, České Budějovice 37011",České
-757081.4771,-1164373.2758,100,"Fr. Ondříčka 1088, České Budějovice 37011",25216791,Devětsil JST,Lékárna Samaritán,Fr. Ondříčka 1088/2,37011,České Budějovice,,,2015,"Fr. Ondříčka 1088, České Budějovice 37011",Fr.
-757081.4771,-1164373.2758,100,"Fr. Ondříčka 2, České Budějovice 37011",61775916,ALIPEX,"ALIPEX s.r.o., Lékárna Čtyřlístek",Fr. Ondříčka 2,37011,České Budějovice,České Budějovice,Jihočeský kraj,2007,"Fr. Ondříčka 2, České Budějovice 37011",Fr.
-755678.416299999,-1165895.7266,100,"Na Mlýnské stoce 290, České Budějovice 37001",49621173,BENU,BENU Lékárna,Na Mlýnské stoce 290/10,37001,České Budějovice,,,2015,"Na Mlýnské stoce 290, České Budějovice 37001",Na
-755678.416299999,-1165895.7266,100,"Na Mlýnské stoce 290, České Budějovice 37001",49017764,,LÉKÁRNA U MATKY BOŽÍ s.r.o.,Na Mlýnské stoce 290/10,37001,České Budějovice,České Budějovice,Jihočeský kraj,2007,"Na Mlýnské stoce 290, České Budějovice 37001",Na
-755520.578499999,-1165882.3644,97,"Na Sadech 2033, České Budějovice 37001",26230071,Dr.Max,Dr.Max LÉKÁRNA,Na Sadech 23,37001,České Budějovice,,,2015,"Na Sadech 23, České Budějovice 37001",Na
-755520.578499999,-1165882.3644,97,"Na Sadech 2033, České Budějovice 37001",60066326,,Lékárna SEVER,Na Sadech 23,37001,České Budějovice,České Budějovice,Jihočeský kraj,2007,"Na Sadech 23, České Budějovice 37001",Na
-755897.537900001,-1165049.9761,90,"Pražská tř. 71, České Budějovice 37004",26230071,Dr.Max,Dr.Max LÉKÁRNA,Pražská 71,37004,České Budějovice,,,2015,"Pražská 71, České Budějovice 37004",Pražská
-755897.537900001,-1165049.9761,90,"Pražská tř. 71, České Budějovice 37004",60072776,,Lékárna Pražská,Pražská 71,37004,České Budějovice,České Budějovice,Jihočeský kraj,2007,"Pražská 71, České Budějovice 37004",Pražská
-755660.819400001,-1166486.7682,100,"Senovážné nám. 1616, České Budějovice 37001",49621173,BENU,BENU Lékárna,Senovážné nám. 1616,37001,České Budějovice,,,2015,"Senovážné nám. 1616, České Budějovice 37001",Senovážné
-755660.819400001,-1166486.7682,100,"Senovážné nám. 1616, České Budějovice 37001",60066326,,Lékárna U Muzea,Senovážné nám. 1616,37001,České Budějovice,České Budějovice,Jihočeský kraj,2007,"Senovážné nám. 1616, České Budějovice 37001",Senovážné
-447020.4232,-1113447.8756,100,"Hlavní třída 43, Český Těšín 73701",25319141,Agel,LÉKÁRNA AGEL,Hlavní třída 43/34,73701,Český Těšín,,,2015,"Hlavní třída 43, Český Těšín 73701",Hlavní
-447020.4232,-1113447.8756,90,"Hlavní třída 34, Český Těšín 73701",45217092,,Lékárna U Salvátora,Hlavní 34,73701,Český Těšín,Karviná,Moravskoslezský kraj,2007,"Hlavní 34, Český Těšín 73701",Hlavní
-616073.041099999,-1068263.7116,100,"Smetanova 830, Choceň 56501",25839136,Plzeňská lékárna,Lékárna Na Poliklinice,Smetanova 830,56501,Choceň,,,2015,"Smetanova 830, Choceň 56501",Smetanova
-616073.041099999,-1068263.7116,100,"Smetanova 830, Choceň 56501",70142807,,Lékárna Na poliklinice,Smetanova 830,56501,Choceň,Ústí nad Orlicí,Pardubický kraj,2007,"Smetanova 830, Choceň 56501",Smetanova
-616088.8818,-1068765.8406,100,"T. G. Masaryka 623, Choceň 56501",49621173,BENU,BENU Lékárna,T. G. Masaryka 623,56501,Choceň,,,2015,"T. G. Masaryka 623, Choceň 56501",T.
-616088.8818,-1068765.8406,100,"T. G. Masaryka 623, Choceň 56501",47498617,,Lékárna U anděla strážce,T. G. Masaryka 623,56501,Choceň,Ústí nad Orlicí,Pardubický kraj,2007,"T. G. Masaryka 623, Choceň 56501",T.
-541309.763300002,-1147998.3544,100,"Moravská 797, Chropyně 76811",49621173,BENU,BENU Lékárna,Moravská 797,76811,Chropyně,,,2015,"Moravská 797, Chropyně 76811",Moravská
-541309.763300002,-1147998.3544,100,"Moravská 797, Chropyně 76811",27668665,,Lékárna LUNAPHARMA s.r.o. ,Moravská 797,76811,Chropyně,Kroměříž,Zlínský kraj,2007,"Moravská 797, Chropyně 76811",Moravská
-647544.082199998,-1070341.8222,100,"Masarykovo náměstí 55, Chrudim 53701",26230071,Dr.Max,Dr.Max LÉKÁRNA,Masarykovo náměstí 55,53701,Chrudim,,,2015,"Masarykovo náměstí 55, Chrudim 53701",Masarykovo
-647544.082199998,-1070341.8222,100,"Masarykovo náměstí 55, Chrudim 53701",27197123,,"TL - Pharma s.r.o., Lékárna Pharma",Masarykovo náměstí 55,53701,Chrudim,Chrudim,Pardubický kraj,2007,"Masarykovo náměstí 55, Chrudim 53701",Masarykovo
-755721.627500001,-1059188.5403,100,"Palackého 541, Dobřichovice 25229",49621173,BENU,BENU Lékárna,Palackého 541,25229,Dobřichovice,,,2015,"Palackého 541, Dobřichovice 25229",Palackého
-755721.627500001,-1059188.5403,100,"Palackého 541, Dobřichovice 25229",26179164,,"Lékárna HAVRA NZ, s.r.o",Palackého 541,25229,Dobřichovice,Praha-západ,Středočeský kraj,2007,"Palackého 541, Dobřichovice 25229",Palackého
-859611.426899999,-1098412.4171,100,"Kostelní 168, Domažlice 34401",49621173,BENU,BENU Lékárna,Kostelní 168,34401,Domažlice,,,2015,"Kostelní 168, Domažlice 34401",Kostelní
-859611.426899999,-1098412.4171,100,"Kostelní 168, Domažlice 34401",49204378,,Lékárna Pod věží,Kostelní 168,34401,Domažlice,Domažlice,Plzeňský kraj,2007,"Kostelní 168, Domažlice 34401",Kostelní
-639436.213,-1017717.4911,94.64,"náměstí T. G. Masaryka 56, Dvůr Králové nad Labem 54401",49621173,BENU,BENU Lékárna,náměstí T.G. Masaryka 56,54401,Dvůr Králové nad Labem,,,2015,"náměstí T.G. Masaryka 56, Dvůr Králové nad Labem 54401",náměstí
-639436.213,-1017717.4911,100,"náměstí T. G. Masaryka 56, Dvůr Králové nad Labem 54401",48138690,,Lékárna Na náměstí,náměstí T. G. Masaryka 56,54401,Dvůr Králové nad Labem,Trutnov,Královéhradecký kraj,2007,"náměstí T. G. Masaryka 56, Dvůr Králové nad Labem 54401",náměstí
-639259.192400001,-1017868.451,100,"Preslova 2658, Dvůr Králové nad Labem 54401",26230071,Dr.Max,Dr.Max LÉKÁRNA,Preslova 2658,54401,Dvůr Králové nad Labem,,,2015,"Preslova 2658, Dvůr Králové nad Labem 54401",Preslova
-639259.192400001,-1017868.451,100,"Preslova 2658, Dvůr Králové nad Labem 54401",48138746,,Lékárna u polikliniky,Preslova 2658,54401,Dvůr Králové nad Labem,Trutnov,Královéhradecký kraj,2007,"Preslova 2658, Dvůr Králové nad Labem 54401",Preslova
-478389.4833,-1133160.4677,100,"Rožnovská 240, Frenštát pod Radhoštěm 74401",26230071,Dr.Max,Dr.Max LÉKÁRNA,Rožnovská 240,74401,Frenštát pod Radhoštěm,,,2015,"Rožnovská 240, Frenštát pod Radhoštěm 74401",Rožnovská
-478389.4833,-1133160.4677,100,"Rožnovská 240, Frenštát pod Radhoštěm 74401",26820501,,"Lékárna Na poliklinice, s.r.o.",Rožnovská 240,74401,Frenštát pod Radhoštěm,Nový Jičín,Moravskoslezský kraj,2007,"Rožnovská 240, Frenštát pod Radhoštěm 74401",Rožnovská
-667090.607700001,-1106870.1162,100,"Dolní 100, Havlíčkův Brod 58001",26230071,Dr.Max,Dr.Max LÉKÁRNA,Dolní 100,58001,Havlíčkův Brod,,,2015,"Dolní 100, Havlíčkův Brod 58001",Dolní
-667090.607700001,-1106870.1162,100,"Dolní 100, Havlíčkův Brod 58001",46485929,,Lékárna U Zlaté lilie,Dolní 100,58001,Havlíčkův Brod,Havlíčkův Brod,Vysočina,2007,"Dolní 100, Havlíčkův Brod 58001",Dolní
-641908.780000001,-1091925.667,100,"Nádražní 548, Hlinsko 53901",26230071,Dr.Max,Dr.Max LÉKÁRNA,Nádražní 548,53901,Hlinsko,,,2015,"Nádražní 548, Hlinsko 53901",Nádražní
-641908.780000001,-1091925.667,100,"Nádražní 548, Hlinsko 53901",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna Na poliklinice",Nádražní 548,53901,Hlinsko,Chrudim,Pardubický kraj,2007,"Nádražní 548, Hlinsko 53901",Nádražní
-757740.997400001,-1157086.7469,100,"Masarykova 1, Hluboká nad Vltavou 37341",49621173,BENU,BENU Lékárna,Masarykova 1,37341,Hluboká nad Vltavou,,,2015,"Masarykova 1, Hluboká nad Vltavou 37341",Masarykova
-757740.997400001,-1157086.7469,100,"Masarykova 1, Hluboká nad Vltavou 37341",63277115,,Lékárna,Masarykova 1,37341,Hluboká nad Vltavou,České Budějovice,Jihočeský kraj,2007,"Masarykova 1, Hluboká nad Vltavou 37341",Masarykova
-565020.010400001,-1202443.9081,100,"Dvořákova 4115, Hodonín 69501",26230071,Dr.Max,Dr.Max LÉKÁRNA,"Dvořákova 4115/6, NC Cukrovar",69501,Hodonín,,,2015,"Dvořákova 4115, Hodonín 69501",Dvořákova
-565020.010400001,-1202443.9081,100,"Dvořákova 6, Hodonín 69501",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Dvořákova 6/4115,69501,Hodonín,Hodonín,Jihomoravský kraj,2007,"Dvořákova 6, Hodonín 69501",Dvořákova
-653184.241799999,-1023163.2916,100,"Havlíčkova 146, Hořice 50801",26230071,Dr.Max,Dr.Max LÉKÁRNA,Havlíčkova 146,50801,Hořice,,,2015,"Havlíčkova 146, Hořice 50801",Havlíčkova
-653184.241799999,-1023163.2916,100,"Havlíčkova 146, Hořice 50801",47477521,,Lékárna U Mouřenína,Havlíčkova 146,50801,Hořice,Jičín,Královéhradecký kraj,2007,"Havlíčkova 146, Hořice 50801",Havlíčkova
-642039.811299998,-1041775.6826,90,"Dukelská třída 479, Hradec Králové 50002",26230071,Dr.Max,Dr.Max LÉKÁRNA,Dukelská 479,50002,Hradec Králové,,,2015,"Dukelská 479, Hradec Králové 50002",Dukelská
-642039.811299998,-1041775.6826,90,"Dukelská třída 479, Hradec Králové 50002",48154083,,"SALVIA, s.r.o. - Lékárna 02",Dukelská 479,50002,Hradec Králové,Hradec Králové,Královéhradecký kraj,2007,"Dukelská 479, Hradec Králové 50002",Dukelská
-641105.541700002,-1043589.252,100,"Hradecká 1690, Hradec Králové 50012",49621173,BENU,BENU Lékárna,Hradecká 1690/2a,50012,Hradec Králové,,,2015,"Hradecká 1690, Hradec Králové 50012",Hradecká
-641105.541700002,-1043589.252,100,"Hradecká 1690, Hradec Králové 50012",48631442,,Lékárna pohotovostní,Hradecká 1690/2a,50012,Hradec Králové,Hradec Králové,Královéhradecký kraj,2007,"Hradecká 1690, Hradec Králové 50012",Hradecká
-641697.975200001,-1042240.5737,100,"Jeronýmova 750, Hradec Králové 50002",26230071,Dr.Max,Dr.Max LÉKÁRNA,Jeronýmova 750,50002,Hradec Králové,,,2015,"Jeronýmova 750, Hradec Králové 50002",Jeronýmova
-641697.975200001,-1042240.5737,100,"Jeronýmova 750, Hradec Králové 50002",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Na poliklinice",Jeronýmova 750,50002,Hradec Králové,Hradec Králové,Královéhradecký kraj,2007,"Jeronýmova 750, Hradec Králové 50002",Jeronýmova
-640346.8301,-1040599.0911,100,"K Sokolovně 309, Hradec Králové 50341",25839136,Plzeňská lékárna,Lékárna Věkoše,K Sokolovně 309,50341,Hradec Králové,,,2015,"K Sokolovně 309, Hradec Králové 50341",K
-640346.8301,-1040599.0911,100,"K Sokolovně 309, Hradec Králové 50341",25976451,,"Lékárna Věkoše, s.r.o.",K Sokolovně 309,50341,Hradec Králové,Hradec Králové,Královéhradecký kraj,2007,"K Sokolovně 309, Hradec Králové 50341",K
-639813.5013,-1046062.5532,100,"Pešinova 153, Hradec Králové 50008",25839136,Plzeňská lékárna,Svatojánská lékárna,Pešinova 153,50008,Hradec Králové,,,2015,"Pešinova 153, Hradec Králové 50008",Pešinova
-639813.5013,-1046062.5532,100,"Pešinova 153, Hradec Králové 50008",27460894,,"Svatojánská lékárna, s.r.o.",Pešinova 153,50008,Hradec Králové,Hradec Králové,Královéhradecký kraj,2007,"Pešinova 153, Hradec Králové 50008",Pešinova
-640463.6006,-1041531.2404,100,"Pilnáčkova 436, Hradec Králové 50003",26230071,Dr.Max,Dr.Max LÉKÁRNA,Pilnáčkova 436/11,50003,Hradec Králové,,,2015,"Pilnáčkova 436, Hradec Králové 50003",Pilnáčkova
-640463.6006,-1041531.2404,100,"Pilnáčkova 436, Hradec Králové 50003",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Pilnáčkova 436/11,50003,Hradec Králové,Hradec Králové,Královéhradecký kraj,2007,"Pilnáčkova 436, Hradec Králové 50003",Pilnáčkova
-640312.2119,-1042034.6204,100,"Pospíšilova 390, Hradec Králové 50003",49621173,BENU,BENU Lékárna,Pospíšilova 390,50003,Hradec Králové,,,2015,"Pospíšilova 390, Hradec Králové 50003",Pospíšilova
-640311.860800002,-1042034.8377,NA,,26011409,,"PKZM s.r.o., Lékárna Pospíšilova třída",Pospíšilova třída 390,50003,Hradec Králové,Hradec Králové,Královéhradecký kraj,2007,"Pospíšilova třída 390, Hradec Králové 50003",Pospíšilova
-642374.052900001,-1041732.5948,100,"S. K. Neumanna 329, Hradec Králové 50002",26230071,Dr.Max,Dr.Max LÉKÁRNA,S. K. Neumanna 329,50002,Hradec Králové,,,2015,"S. K. Neumanna 329, Hradec Králové 50002",S.
-642374.052900001,-1041732.5948,100,"S. K. Neumanna 329, Hradec Králové 50002",11154781,,Lékárna Arnika,S. K. Neumanna 329,50002,Hradec Králové,Hradec Králové,Královéhradecký kraj,2007,"S. K. Neumanna 329, Hradec Králové 50002",S.
-639537.524500001,-1042239.8219,100,"Víta Nejedlého 1063, Hradec Králové 50003",26230071,Dr.Max,Dr.Max LÉKÁRNA,Víta Nejedlého 1063,50003,Hradec Králové,,,2015,"Víta Nejedlého 1063, Hradec Králové 50003",Víta
-639543.3347,-1042243.2148,NA,,25531603,,"Rent-Pharm, a.s., Lékárna Centrum",Víta Nejedlého 1063,50331,Hradec Králové,Hradec Králové,Královéhradecký kraj,2007,"Víta Nejedlého 1063, Hradec Králové 50331",Víta
-701837.377900001,-962506.993999999,100,"Revoluční 106, Hrádek nad Nisou 46334",49621173,BENU,BENU Lékárna,Revoluční 106,46334,Hrádek nad Nisou,,,2015,"Revoluční 106, Hrádek nad Nisou 46334",Revoluční
-701837.377900001,-962506.993999999,100,"Revoluční 106, Hrádek nad Nisou 46334",49108492,,Lékárna Alfa,Revoluční 106,46334,Hrádek nad Nisou,Liberec,Liberecký kraj,2007,"Revoluční 106, Hrádek nad Nisou 46334",Revoluční
-438419.4936,-1133288.2979,100,"Školní 474, Jablunkov 73991",26230071,Dr.Max,Dr.Max LÉKÁRNA,Školní 474,73991,Jablunkov,,,2015,"Školní 474, Jablunkov 73991",Školní
-438419.4936,-1133288.2979,100,"Školní 474, Jablunkov 73991",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna U polikliniky",Školní 474,73991,Jablunkov,Frýdek-Místek,Moravskoslezský kraj,2007,"Školní 474, Jablunkov 73991",Školní
-671659.769200001,-1013384.4432,100,"Jungmannova 1132, Jičín 50601",49621173,BENU,BENU Lékárna,Jungmannova 1132,50601,Jičín,,,2015,"Jungmannova 1132, Jičín 50601",Jungmannova
-671659.769200001,-1013384.4432,100,"Jungmannova 1132, Jičín 50601",27144496,,"PERSICARA a.s., Lékárna U Polikliniky",Jungmannova 1132,50601,Jičín,Jičín,Královéhradecký kraj,2007,"Jungmannova 1132, Jičín 50601",Jungmannova
-667749.399799999,-1130242.3273,100,"Brněnská 74, Jihlava 58601",26230071,Dr.Max,Dr.Max LÉKÁRNA,Brněnská 74,58601,Jihlava,,,2015,"Brněnská 74, Jihlava 58601",Brněnská
-667749.399799999,-1130242.3273,100,"Brněnská 74, Jihlava 58601",27145131,Eurolékárna,"Eurolékárna s.r.o., Lékárna",Brněnská 74,58601,Jihlava,Jihlava,Vysočina,2007,"Brněnská 74, Jihlava 58601",Brněnská
-670380.127700001,-1129833.7452,100,"Vrchlického 57, Jihlava 58601",26230071,Dr.Max,Dr.Max LÉKÁRNA,Vrchlického 57,58601,Jihlava,,,2015,"Vrchlického 57, Jihlava 58601",Vrchlického
-670380.127700001,-1129833.7452,100,"Vrchlického 57, Jihlava 58601",61737704,,Lékárna,Vrchlického 57,58601,Jihlava,Jihlava,Vysočina,2007,"Vrchlického 57, Jihlava 58601",Vrchlického
-713718.535599999,-1152776.5351,100,"Jáchymova 903, Jindřichův Hradec 37701",26230071,Dr.Max,Dr.Max LÉKÁRNA,Jáchymova 903,37701,Jindřichův Hradec,,,2015,"Jáchymova 903, Jindřichův Hradec 37701",Jáchymova
-713718.535599999,-1152776.5351,100,"Jáchymova 903, Jindřichův Hradec 37701",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Jáchymova 903,37701,Jindřichův Hradec,Jindřichův Hradec,Jihočeský kraj,2007,"Jáchymova 903, Jindřichův Hradec 37701",Jáchymova
-758434.719000001,-1192225.5067,100,"Gen. Fanty 36, Kaplice 38241",26230071,Dr.Max,Dr.Max LÉKÁRNA,Gen. Fanty 36,38241,Kaplice,,,2015,"Gen. Fanty 36, Kaplice 38241",Gen.
-758434.719000001,-1192225.5067,100,"Gen. Fanty 36, Kaplice 38241",26090473,,"Lékárna Kaplice s.r.o., Lékárna Poliklinika",Gen. Fanty 36,38241,Kaplice,Český Krumlov,Jihočeský kraj,2007,"Gen. Fanty 36, Kaplice 38241",Gen.
-757970.538600001,-1192272.1773,100,"Náměstí 44, Kaplice 38241",26230071,Dr.Max,Dr.Max LÉKÁRNA,Náměstí 44,38241,Kaplice,,,2015,"Náměstí 44, Kaplice 38241",Náměstí
-757970.538600001,-1192272.1773,100,"Náměstí 44, Kaplice 38241",26090473,,"Lékárna Kaplice s.r.o., Lékárna Náměstí",Náměstí 44,38241,Kaplice,Český Krumlov,Jihočeský kraj,2007,"Náměstí 44, Kaplice 38241",Náměstí
-825529.4397,-997229.9003,100,"Sadová 528, Klášterec nad Ohří 43151",26230071,Dr.Max,Dr.Max LÉKÁRNA,Sadová 528,43151,Klášterec nad Ohří,,,2015,"Sadová 528, Klášterec nad Ohří 43151",Sadová
-825529.4397,-997229.9003,100,"Sadová 528, Klášterec nad Ohří 43151",46790721,,Lékárna U Panny Marie Pomocné,Sadová 528,43151,Klášterec nad Ohří,Chomutov,Ústecký kraj,2007,"Sadová 528, Klášterec nad Ohří 43151",Sadová
-834459.037,-1106576.9066,100,"Dukelská 513, Klatovy 33901",26230071,Dr.Max,Dr.Max LÉKÁRNA,Dukelská 513/II,33901,Klatovy,,,2015,"Dukelská 513, Klatovy 33901",Dukelská
-834459.037,-1106576.9066,100,"Dukelská 513, Klatovy 33901",63509580,,"Klatovské zdraví a.s., Lékárna U Nemocnice",Dukelská 513/II,33901,Klatovy,Klatovy,Plzeňský kraj,2007,"Dukelská 513, Klatovy 33901",Dukelská
-834366.506299999,-1107444.5476,100,"Kpt. Jaroše 110, Klatovy 33901",26230071,Dr.Max,Dr.Max LÉKÁRNA,kpt. Jaroše 110/I,33901,Klatovy,,,2015,"kpt. Jaroše 110, Klatovy 33901",kpt.
-834366.506299999,-1107444.5476,100,"Kpt. Jaroše 110, Klatovy 33901",63509580,,"Klatovské zdraví a.s., Lékárna  Poseidon",kpt. Jaroše 110/I,33901,Klatovy,Klatovy,Plzeňský kraj,2007,"kpt. Jaroše 110, Klatovy 33901",kpt.
-834775.534899998,-1106907.677,100,"Nádražní 843, Klatovy 33901",26230071,Dr.Max,Dr.Max LÉKÁRNA,Nádražní 843/III,33901,Klatovy,,,2015,"Nádražní 843, Klatovy 33901",Nádražní
-834775.534899998,-1106907.677,100,"Nádražní 843, Klatovy 33901",63509580,,"Klatovské zdraví a.s., Lékárna",Nádražní 843/III,33901,Klatovy,Klatovy,Plzeňský kraj,2007,"Nádražní 843, Klatovy 33901",Nádražní
