X,Y,Score,Match_addr,ICO,ZNACKA,NAZEV,ULICE,PSC,MESTO,OKRES,KRAJ,rok,addr
-849143.51449999958,-1064889.4551,100,"Benešova 511, Stříbro 34901",26403404,,"Inula s.r.o., Lékárna Na Poliklinice",Benešova 511,34901,Stříbro,Tachov,Plzeňský kraj,2007,"Benešova 511, Stříbro 34901"
-848804.73860000074,-1065101.123300001,100,"Plzeňská 28, Stříbro 34901",00884561,,"HELIOPHARM s.r.o., Lékárna Melissa",Plzeňská 28,34901,Stříbro,Tachov,Plzeňský kraj,2007,"Plzeňská 28, Stříbro 34901"
-874498.87990000099,-1055762.8851,100,"Hornická 1596, Tachov 34701",27365476,,"REAL AB a.s., Lékárna Elixír",Hornická 1596,34701,Tachov,Tachov,Plzeňský kraj,2007,"Hornická 1596, Tachov 34701"
-874606.55820000172,-1056105.3847999983,100,"náměstí Republiky 11, Tachov 34701",27365476,,"REAL AB a.s., Lékárna Veronica",náměstí Republiky 11,34701,Tachov,Tachov,Plzeňský kraj,2007,"náměstí Republiky 11, Tachov 34701"
-767463.80710000172,-973826.06049999967,100,"Husovo náměstí 11, Chabařovice 40317",44553994,,Lékárna Chabařovice,Husovo náměstí 11,40317,Chabařovice,Ústí nad Labem,Ústecký kraj,2007,"Husovo náměstí 11, Chabařovice 40317"
-767100.73840000108,-970968.51089999825,100,"Ústecká 255, Chlumec 40339",70810974,,Lékárna Chlumec,Ústecká 255,40339,Chlumec,Ústí nad Labem,Ústecký kraj,2007,"Ústecká 255, Chlumec 40339"
-752181.46889999881,-975994.71070000157,100,"Mírová 165, Povrly 40332",67246206,,Lékárna Petrklíč,Mírová 165,40332,Povrly,Ústí nad Labem,Ústecký kraj,2007,"Mírová 165, Povrly 40332"
-764225.69759999961,-977568.14319999889,96.25,"Fügnerova 209, Trmice 40004",63749921,,Lékárna Trmice,Fügnerova 20/59,40004,Trmice,Ústí nad Labem,Ústecký kraj,2007,"Fügnerova 20, Trmice 40004"
-763675.44729999825,-976776.06439999864,100,"Tyršova 869, Trmice 40004",27145131,Eurolékárna,"Eurolékárna s.r.o., Lékárna",Tyršova 869,40004,Trmice,Ústí nad Labem,Ústecký kraj,2007,"Tyršova 869, Trmice 40004"
-762284.48589999974,-974829.35520000011,100,"Beethovenova 597, Ústí nad Labem 40001",63749921,,Lékárna Hvězda,Beethovenova 597/31,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Beethovenova 597, Ústí nad Labem 40001"
-760930.20439999923,-975933.87319999933,100,"Bratislavská 1376, Ústí nad Labem 40001",25485822,,Lékárna U VZP,Bratislavská 1376/4,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Bratislavská 1376, Ústí nad Labem 40001"
-760145.21489999816,-976672.73250000179,100,"Děčínská 717, Ústí nad Labem 40003",44263015,,Lékárna Duha,Děčínská 717/21,40003,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Děčínská 717, Ústí nad Labem 40003"
-760777.91699999943,-974187.18499999866,100,"Krušnohorská 3371, Ústí nad Labem 40011",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna OC Hypernova",Krušnohorská 3371/2,40011,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Krušnohorská 3371, Ústí nad Labem 40011"
-761347.22670000046,-975501.75019999966,100,"Londýnská 1839, Ústí nad Labem 40001",60281049,,"Lékárna Londýnská, s.r.o.",Londýnská 1839,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Londýnská 1839, Ústí nad Labem 40001"
-761149.63729999959,-976035.19060000032,100,"Masarykova 1297, Ústí nad Labem 40001",63174430,,Lékárna U Divadla,Masarykova 1297/8,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Masarykova 1297, Ústí nad Labem 40001"
-761469.55939999968,-975227.90549999848,100,"Masarykova 2000, Ústí nad Labem 40001",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna Ústecká polikl.",Masarykova 2000/92,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Masarykova 2000, Ústí nad Labem 40001"
-762037.82950000092,-974574.78130000085,97.5,"Masarykova 238, Ústí nad Labem 40001",25485822,,Lékárna U Hraničáře,Masarykova 28/3127,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Masarykova 28, Ústí nad Labem 40001"
-762981.08549999818,-973418.7,100,"Masarykova 794, Ústí nad Labem 40001",44227906,,Lékárna Bukov,Masarykova 794,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Masarykova 794, Ústí nad Labem 40001"
-761410.3783,-973595.24480000138,100,"Mírová 2700, Ústí nad Labem 40011",63174430,,Lékárna Severní Terasa,Mírová 2700/8,40011,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Mírová 2700, Ústí nad Labem 40011"
-760858.90630000085,-976189.16369999945,97.86,"Mírové náměstí 207, Ústí nad Labem 40001",86733036,,Lékárna OC Sever,Mírové náměstí 27/103,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Mírové náměstí 27, Ústí nad Labem 40001"
-759582.13690000027,-977544.89009999856,100,"Novosedlické náměstí 1, Ústí nad Labem 40003",64050360,,"CHAIRE, s.r.o., Lékárna",Novosedlické náměstí 1,40003,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Novosedlické náměstí 1, Ústí nad Labem 40003"
-762185.52969999984,-975592.44249999896,100,"Okružní 4, Ústí nad Labem 40001",26230071,Dr.Max,"Česká lékárna,a.s., Lékárna U Kauflandu",Okružní 4/1701,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Okružní 4, Ústí nad Labem 40001"
-761143.746199999,-975987.04580000043,96,"Pařížská 1298, Ústí nad Labem 40001",27266095,,"RESPONSA FARM, s.r.o., Lékárna Pařížská",Pařížská 19/538,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Pařížská 19, Ústí nad Labem 40001"
-761034.7052000016,-976186.43250000104,100,"Revoluční 28, Ústí nad Labem 40001",47312998,,Lékárna U Grandu,Revoluční 28/456,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Revoluční 28, Ústí nad Labem 40001"
-760654.38610000163,-975297.92309999838,98,"SNP 2451, Ústí nad Labem 40011",49902652,,"Lékárna Skřivánek, s.r.o.",SNP 245/43,40011,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"SNP 245, Ústí nad Labem 40011"
-759966.90810000151,-974762.61490000039,100,"Šrámkova 3319, Ústí nad Labem 40011",63147319,,"PROFARM BD, s.r.o., Lékárna U Slunce",Šrámkova 3319/2,40011,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Šrámkova 3319, Ústí nad Labem 40011"
-758193.32519999892,-975696.8022999987,100,"U Pivovarské zahrady 5, Ústí nad Labem 40007",49905848,,"REMEDIUM - HŠ, s.r.o.,  Lékárna",U Pivovarské zahrady 5/793,40007,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"U Pivovarské zahrady 5, Ústí nad Labem 40007"
-760589.15540000051,-976179.21400000155,100,"V Jirchářích 62, Ústí nad Labem 40001",44554257,,Lékárna Centrum,V Jirchářích 62/2,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"V Jirchářích 62, Ústí nad Labem 40001"
-759992.90989999846,-974869.42399999872,100,"Výstupní 3219, Ústí nad Labem 40011",66077001,,Lékárna Dobětice,Výstupní 3219/2,40011,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Výstupní 3219, Ústí nad Labem 40011"
-760456.74969999865,-977237.34340000153,97,"Železničářská 1125, Ústí nad Labem 40003",71691278,,Lékárna Střekov,Železničářská 12/1091,40003,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Železničářská 12, Ústí nad Labem 40003"
-753382.62900000066,-976730.95030000061,100,"Děčínská 169, Velké Březno 40323",67246206,,Lékárna Petrklíč - OOVL,Děčínská 169,40323,Velké Březno,Ústí nad Labem,Ústecký kraj,2007,"Děčínská 169, Velké Březno 40323"
-761378.19750000164,-975646.93070000038,100,"Moskevská 38, Ústí nad Labem 40001",49920707,,"SANIT B+B, Výdejna zdravotnických prostředků",Moskevská 38/1590,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Moskevská 38, Ústí nad Labem 40001"
-760928.8299999982,-976191.22529999912,100,"Zámečnická 2, Ústí nad Labem 40001",63174430,,MELISSA - Výdejna zdravotnických prostředků,Zámečnická 2,40001,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Zámečnická 2, Ústí nad Labem 40001"
-760263.58879999816,-976726.63329999894,97,"Žukovova 1168, Ústí nad Labem 40003",49920707,,"SANIT B+B, Výdejna zdravotnických prostředků",Žukovova 16,40003,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Žukovova 16, Ústí nad Labem 40003"
-617728.1325000003,-1199611.0858,100,"Nádražní 529, Hrušovany nad Jevišovkou 67167",60719451,,Hrušovanská lékárna s.r.o.,Nádražní 529,67167,Hrušovany nad Jevišovkou,Znojmo,Jihomoravský kraj,2007,"Nádražní 529, Hrušovany nad Jevišovkou 67167"
-622604.4001000002,-1185669.4145000018,100,"Kostelní 39, Miroslav 67172",26925257,,"Lékárna U Bílého anděla, s.r.o.",Kostelní 39,67172,Miroslav,Znojmo,Jihomoravský kraj,2007,"Kostelní 39, Miroslav 67172"
-621327.26069999859,-1174515.6391999982,100,"náměstí T. G. Masaryka 43, Moravský Krumlov 67201",48530085,,Lékárna Paracelsus s.r.o.,náměstí T. G. Masaryka 43,67201,Moravský Krumlov,Znojmo,Jihomoravský kraj,2007,"náměstí T. G. Masaryka 43, Moravský Krumlov 67201"
-621780.3403000012,-1175269.3876999989,100,"Zahradní 275, Moravský Krumlov 67201",69646180,,Lékárna Na Zahradní,Zahradní 275,67201,Moravský Krumlov,Znojmo,Jihomoravský kraj,2007,"Zahradní 275, Moravský Krumlov 67201"
-642103.03330000117,-1195893.7892,100,"Dukelských bojovníků 156, Znojmo 67181",26230071,Dr.Max,"Česká lékárna,a.s., Lékárna U Kauflandu",Dukelských bojovníků 156/3632,67181,Znojmo,Znojmo,Jihomoravský kraj,2007,"Dukelských bojovníků 156, Znojmo 67181"
-643300.18189999834,-1192820.9299000017,100,"Hvězdová 10, Znojmo 66902",47907347,,"Lékárna U Černého orla  spol. s r.o., Lékárna Pražská",Hvězdova 10,66902,Znojmo,Znojmo,Jihomoravský kraj,2007,"Hvězdova 10, Znojmo 66902"
-642452.00560000166,-1193255.8369,100,"Jarošova 1234, Znojmo 66902",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Jarošova 1234/2,66902,Znojmo,Znojmo,Jihomoravský kraj,2007,"Jarošova 1234, Znojmo 66902"
-642785.60119999945,-1193627.4045,100,"Kovářská 19, Znojmo 66902",49975188,,"Nová lékárna, s.r.o.",Kovářská 19,66902,Znojmo,Znojmo,Jihomoravský kraj,2007,"Kovářská 19, Znojmo 66902"
-643020.45199999958,-1193330.0247999988,100,"náměstí Svobody 2, Znojmo 66902",60719290,,Lékárna U Svatého Ducha s.r.o.,náměstí Svobody 2,66902,Znojmo,Znojmo,Jihomoravský kraj,2007,"náměstí Svobody 2, Znojmo 66902"
-642983.61349999905,-1193724.9452,100,"Obroková 11, Znojmo 66902",46974911,,Lékárna  LEISSER  s.r.o.,Obrokova 11,66902,Znojmo,Znojmo,Jihomoravský kraj,2007,"Obrokova 11, Znojmo 66902"
-642993.74529999867,-1193708.317400001,96.25,"Obroková 273, Znojmo 66902",47907347,,"Lékárna U zlaté koruny, s.r.o.",Obrokova 23,66902,Znojmo,Znojmo,Jihomoravský kraj,2007,"Obrokova 23, Znojmo 66902"
-642753.16200000048,-1194114.3858,88,"Vídeňská třída 1, Znojmo 66902",45655995,,Lékárna U svaté Alžběty,Vídeňská 1,66902,Znojmo,Znojmo,Jihomoravský kraj,2007,"Vídeňská 1, Znojmo 66902"
-642412.75319999829,-1194901.9888999984,100,"Vídeňská třída 684, Znojmo 66902",27145131,Eurolékárna,"Eurolékárna s.r.o., Lékárna",Vídeňská třída 684/69,66902,Znojmo,Znojmo,Jihomoravský kraj,2007,"Vídeňská třída 684, Znojmo 66902"
-711374.127700001,-1034634.1345,100,"Masarykova 1102, Lysá nad Labem 28922",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna U výstaviště",Masarykova 1102,28922,Lysá nad Labem,Nymburk,Středočeský kraj,2007,"Masarykova 1102, Lysá nad Labem 28922"
-711339.47430000082,-1034476.3319,100,"Masarykova 176, Lysá nad Labem 28922",47547855,,Šporkova lékárna s.r.o.,Masarykova 176,28922,Lysá nad Labem,Nymburk,Středočeský kraj,2007,"Masarykova 176, Lysá nad Labem 28922"
-678885.30790000036,-1038021.500599999,100,"Náměstí Republiky 11, Městec Králové 28903",27402088,,"KRALA s.r.o., Lékárna Verbena",Náměstí Republiky 11,28903,Městec Králové,Nymburk,Středočeský kraj,2007,"Náměstí Republiky 11, Městec Králové 28903"
-697637.68719999865,-1037603.2448000014,100,"2. května 757, Nymburk 28802",62994697,,Lékárna,2. května 757,28802,Nymburk,Nymburk,Středočeský kraj,2007,"2. května 757, Nymburk 28802"
-697635.73719999939,-1037712.5148,88,"Boleslavská třída 1854, Nymburk 28802",48109797,,Lékárna Železniční polikliniky,Boleslavská 1854,28802,Nymburk,Nymburk,Středočeský kraj,2007,"Boleslavská 1854, Nymburk 28802"
-698606.94509999827,-1037681.6439,100,"Okružní 2160, Nymburk 28802",62444794,,Lékárna na sídlišti,Okružní 2160,28802,Nymburk,Nymburk,Středočeský kraj,2007,"Okružní 2160, Nymburk 28802"
-697379.80660000071,-1038004.2443,88,"Palackého třída 126, Nymburk 28802",47528681,,Lékárna,Palackého 126,28802,Nymburk,Nymburk,Středočeský kraj,2007,"Palackého 126, Nymburk 28802"
-692419.77739999816,-1043489.1915,100,"Havlíčkova 53, Poděbrady 29001",25945220,,Nová lékárna,Havlíčkova 53,29001,Poděbrady,Nymburk,Středočeský kraj,2007,"Havlíčkova 53, Poděbrady 29001"
-692323.49940000102,-1043429.6110000014,100,"Riegrovo náměstí 7, Poděbrady 29001",61631825,,Lékárna U pramene,Riegrovo náměstí 7,29001,Poděbrady,Nymburk,Středočeský kraj,2007,"Riegrovo náměstí 7, Poděbrady 29001"
-686354.9952000007,-1026279.003800001,100,"Husova 146, Rožďalovice 28934",62444905,,Lékárna Křinec - OOVL,Husova 146,28934,Rožďalovice,Nymburk,Středočeský kraj,2007,"Husova 146, Rožďalovice 28934"
-711177.4897999987,-1034192.6550000012,100,"Okrsek 82, Lysá nad Labem 28922",48931209,,Prodejna zdravotnických potřeb,Okrsek 82,28922,Lysá nad Labem,Nymburk,Středočeský kraj,2007,"Okrsek 82, Lysá nad Labem 28922"
-697610.17590000108,-1037881.3654000014,100,"Malé Valy 220, Nymburk 28802",61631680,,Prodejna zdravotnických potřeb,Malé Valy 220,28802,Nymburk,Nymburk,Středočeský kraj,2007,"Malé Valy 220, Nymburk 28802"
-698606.94509999827,-1037681.6439,100,"Okružní 2160, Nymburk 28802",61631680,,Prodejna zdravotnických potřeb,Okružní 2160,28802,Nymburk,Nymburk,Středočeský kraj,2007,"Okružní 2160, Nymburk 28802"
-718104.21570000052,-1037995.7219000012,100,"Masarykova 93, Čelákovice 25088",25092430,,"Lékárna Erica, s.r.o.",Masarykova 93,25088,Čelákovice,Praha-východ,Středočeský kraj,2007,"Masarykova 93, Čelákovice 25088"
-718776.30530000106,-1037692.4628,99.88,"Stankovského 1643, Čelákovice 25088",26126362,,"S pharma s.r.o.,  Lékárna Čelákovice",Staňkovského 1643,25088,Čelákovice,Praha-východ,Středočeský kraj,2007,"Staňkovského 1643, Čelákovice 25088"
-742239.58460000157,-1033040.3621000014,100,"U školy 17, Klecany 25067",27175855,,Lékárna Klecany s.r.o.,U školy 17,25067,Klecany,Praha-východ,Středočeský kraj,2007,"U školy 17, Klecany 25067"
-712947.86569999903,-1058042.0505000018,100,"Ke Smíchovu 1125, Kostelec nad Černými lesy 28163",27222632,,Lékárna K s.r.o.,Ke Smíchovu 1125,28163,Kostelec nad Černými Lesy,Praha-východ,Středočeský kraj,2007,"Ke Smíchovu 1125, Kostelec nad Černými Lesy 28163"
-735984.20829999819,-1032138.5139999986,100,"Martinova 142, Líbeznice 25065",49516353,,Lékárna Skalka - OOVL,Martinova 142,25065,Líbeznice,Praha-východ,Středočeský kraj,2007,"Martinova 142, Líbeznice 25065"
-724974.49749999866,-1063118.1042000018,100,"Nádražní 22, Mnichovice 25164",43753990,,Lékárna Mnichovice,Nádražní 22,25164,Mnichovice,Praha-východ,Středočeský kraj,2007,"Nádražní 22, Mnichovice 25164"
-741265.52809999883,-1027191.682500001,100,"U Lékárny 306, Odolena Voda 25070",27152499,,"Lékárna Odolena Voda, s.r.o.",U Lékárny 306,25070,Odolena Voda,Praha-východ,Středočeský kraj,2007,"U Lékárny 306, Odolena Voda 25070"
-724322.81819999963,-1067030.0418,100,"Hlavní 120, Senohraby 25166",43751636,,Lékárna Senohraby,Hlavní 120,25166,Senohraby,Praha-východ,Středočeský kraj,2007,"Hlavní 120, Senohraby 25166"
-721961.747299999,-1047432.7930000015,100,"Pražská 1144, Úvaly 25082",43754007,,Lékárna Úvaly,Pražská 1144,25082,Úvaly,Praha-východ,Středočeský kraj,2007,"Pražská 1144, Úvaly 25082"
-729746.95740000159,-1063198.3828000017,100,"Husova 198, Velké Popovice 25169",71505083,,Lékárna,Husova 198,25169,Velké Popovice,Praha-východ,Středočeský kraj,2007,"Husova 198, Velké Popovice 25169"
-751891.74810000136,-1056237.1327,100,"Riegrova 240, Černošice 25228",25629000,,"MANTA MEDICA s.r.o., Lékárna Adonia",Riegrova 240,25228,Černošice,Praha-západ,Středočeský kraj,2007,"Riegrova 240, Černošice 25228"
-747442.80490000173,-1064620.7556000017,100,"K pivovaru 87, Davle 25206",45845034,,Lékárna U Kotvy,K pivovaru 87,25206,Davle,Praha-západ,Středočeský kraj,2007,"K pivovaru 87, Davle 25206"
-755721.62750000134,-1059188.5403,100,"Palackého 541, Dobřichovice 25229",26179164,,"Lékárna HAVRA NZ, s.r.o",Palackého 541,25229,Dobřichovice,Praha-západ,Středočeský kraj,2007,"Palackého 541, Dobřichovice 25229"
-748116.24540000036,-1037285.6955000013,100,"Spojovací 34, Horoměřice 25262",25621971,,"LAMIA PRAHA s.r.o., Lékárna Horoměřice",Spojovací 34,25262,Horoměřice,Praha-západ,Středočeský kraj,2007,"Spojovací 34, Horoměřice 25262"
-754455.61829999834,-1042066.02,100,"Čsl. armády 164, Hostivice 25301",45845131,,Lékárna Hostivice,Čsl. armády 164,25301,Hostivice,Praha-západ,Středočeský kraj,2007,"Čsl. armády 164, Hostivice 25301"
-738053.40879999846,-1057069.6033000015,100,"Budějovická 59, Jesenice 25242",25629000,,"MANTA MEDICA s.r.o., Lékárna Cedr",Budějovická 59,25242,Jesenice,Praha-západ,Středočeský kraj,2007,"Budějovická 59, Jesenice 25242"
-754472.25780000165,-1047326.5419000015,100,"Ke Školce 214, Jinočany 25225",46355511,,"Lékárna Jinočany, s.r.o.",Ke školce 214,25225,Jinočany,Praha-západ,Středočeský kraj,2007,"Ke školce 214, Jinočany 25225"
-744964.45839999989,-1030437.6741999984,100,"Letecká 302, Libčice nad Vltavou 25266",47002867,,Lékárna Libčice nad Vltavou,Letecká 302,25266,Libčice nad Vltavou,Praha-západ,Středočeský kraj,2007,"Letecká 302, Libčice nad Vltavou 25266"
-757255.91919999942,-1065954.4858000018,100,"Komenského 886, Mníšek pod Brdy 25210",61389579,,Lékárna U Matky boží,Komenského 886,25210,Mníšek pod Brdy,Praha-západ,Středočeský kraj,2007,"Komenského 886, Mníšek pod Brdy 25210"
-743840.46979999915,-1034393.3926,100,"Masarykova 526, Roztoky 25263",49855158,,Lékárna Roztoky,Masarykova 526,25263,Roztoky,Praha-západ,Středočeský kraj,2007,"Masarykova 526, Roztoky 25263"
-757089.34750000015,-1047067.9741000012,100,"Masarykova 125, Rudná 25219",46355511,,"Lékárna Rudná, v.o.s.",Masarykova 125,25219,Rudná,Praha-západ,Středočeský kraj,2007,"Masarykova 125, Rudná 25219"
-758725.996199999,-1060292.2243999988,100,"Komenského 535, Řevnice 25230",61017922,,Lékárna U stříbrné hvězdy,Komenského 535,25230,Řevnice,Praha-západ,Středočeský kraj,2007,"Komenského 535, Řevnice 25230"
-748076.98710000142,-1059466.614,100,"Oblouková 610, Vrané nad Vltavou 25246",27394981,,"Revital Pharma, s.r.o., Lékárna Vrané",Oblouková 610,25246,Vrané nad Vltavou,Praha-západ,Středočeský kraj,2007,"Oblouková 610, Vrané nad Vltavou 25246"
-758830.22690000013,-1060310.3616999984,100,"Komenského 1100, Řevnice 25230",61017922,,Zdravotnické potřeby U stříbrné hvězdy,Komenského 1100,25230,Řevnice,Praha-západ,Středočeský kraj,2007,"Komenského 1100, Řevnice 25230"
-784199.70609999821,-1096502.2349000014,100,"Tochovická 515, Březnice 26272",47067721,,Lékárna,Tochovická 515,26272,Březnice,Příbram,Středočeský kraj,2007,"Tochovická 515, Březnice 26272"
-765392.80930000171,-1074219.6937,100,"Mírové náměstí 230, Dobříš 26301",61903442,,Lékárna,Mírové náměstí 230,26301,Dobříš,Příbram,Středočeský kraj,2007,"Mírové náměstí 230, Dobříš 26301"
-765066.66719999909,-1074292.1253000014,100,"Pražská 1753, Dobříš 26301",27228932,,"Libri Real s.r.o., Lékárna LEGE ARTIS",Pražská 1753,26301,Dobříš,Příbram,Středočeský kraj,2007,"Pražská 1753, Dobříš 26301"
-764968.43919999897,-1074324.3531000018,100,"Pražská 38, Dobříš 26301",47067021,,Lékárna U zámku,Pražská 38,26301,Dobříš,Příbram,Středočeský kraj,2007,"Pražská 38, Dobříš 26301"
-779126.09569999948,-1084153.5782000013,100,"Čechovská 57, Příbram 26101",49621173,EUROPHARM,"EUROPHARM a.s., Podbrdská lékárna",Čechovská 57,26101,Příbram,Příbram,Středočeský kraj,2007,"Čechovská 57, Příbram 26101"
-778252.84560000151,-1082485.7943000011,100,"Hradební 159, Příbram 26101",27229602,,"ALBA - GALEN s.r.o., Lékárna ALBA",Hradební 159,26101,Příbram,Příbram,Středočeský kraj,2007,"Hradební 159, Příbram 26101"
-779060.11899999902,-1082257.9564,100,"Husova 622, Příbram 26101",26230071,Dr.Max,"Česká lékárna a.s., Dr. Max Lékárna",Husova 622,26101,Příbram,Příbram,Středočeský kraj,2007,"Husova 622, Příbram 26101"
-778203.3499,-1082973.3394,100,"Zahradnická 72, Příbram 26101",61775916,ALIPEX,"ALIPEX s.r.o., Lékárna Čtyřlístek",Zahradnická 72,26101,Příbram,Příbram,Středočeský kraj,2007,"Zahradnická 72, Příbram 26101"
-790473.39600000158,-1090279.5797,100,"Rybova 94, Rožmitál pod Třemšínem 26242",42730406,,Lékárna,Rybova 94,26242,Rožmitál pod Třemšínem,Příbram,Středočeský kraj,2007,"Rybova 94, Rožmitál pod Třemšínem 26242"
-749033.628800001,-1090148.9948000014,100,"28. října 177, Sedlčany 26401",46350471,,"LINEPHARM spol. s r.o., Lékárna U Bílého lva",28. října 177,26401,Sedlčany,Příbram,Středočeský kraj,2007,"28. října 177, Sedlčany 26401"
-748917.71000000089,-1090393.8774,100,"Růžová 118, Sedlčany 26401",46350471,,"LINEPHARM spol. s r.o., Lékárna Růžová",Růžová 118,26401,Sedlčany,Příbram,Středočeský kraj,2007,"Růžová 118, Sedlčany 26401"
-779126.09569999948,-1084153.5782000013,100,"Čechovská 57, Příbram 26101",61098892,,Výdejna prostředků zdravotnické techniky,Čechovská 57,26101,Příbram,Příbram,Středočeský kraj,2007,"Čechovská 57, Příbram 26101"
-809828.16440000013,-1032147.3242,100,"Mírové náměstí 16, Jesenice 27033",47019077,,Lékárna U Panny Marie Pomocné,Mírové náměstí 16,27033,Jesenice,Rakovník,Středočeský kraj,2007,"Mírové náměstí 16, Jesenice 27033"
-778645.15830000117,-1030536.9534,100,"Komenského náměstí 109, Nové Strašecí 27101",45813132,,Lékárna u České koruny,Komenského náměstí 109,27101,Nové Strašecí,Rakovník,Středočeský kraj,2007,"Komenského náměstí 109, Nové Strašecí 27101"
-778707.40529999882,-1030704.2534000017,100,"Palackého 33, Nové Strašecí 27101",48706990,,Lékárna Na Palacké,Palackého 33,27101,Nové Strašecí,Rakovník,Středočeský kraj,2007,"Palackého 33, Nové Strašecí 27101"
-791543.01979999989,-1034140.3752,100,"Husovo náměstí 121, Rakovník 26901",47537418,,"Lékárna U parku, spol. s r.o.",Husovo náměstí 121,26901,Rakovník,Rakovník,Středočeský kraj,2007,"Husovo náměstí 121, Rakovník 26901"
-791396.05959999934,-1034209.3121,100,"Husovo náměstí 2347, Rakovník 26901",63806096,,Lékárna U raka,Husovo náměstí 2347,26901,Rakovník,Rakovník,Středočeský kraj,2007,"Husovo náměstí 2347, Rakovník 26901"
-791409.08700000122,-1034303.364,100,"Nádražní 225, Rakovník 26901",47537418,,"Lékárna U parku, spol. s r.o.",Nádražní 225,26901,Rakovník,Rakovník,Středočeský kraj,2007,"Nádražní 225, Rakovník 26901"
-791430.10810000077,-1034435.1706,100,"Tyršova 737, Rakovník 26901",16931424,,Lékárna U zlatého lva,Tyršova 737,26901,Rakovník,Rakovník,Středočeský kraj,2007,"Tyršova 737, Rakovník 26901"
-743205.99980000034,-1043191.0013,100,"Anenská 13, Praha 11000",26684390,,"VIS VITALIS s.r.o, Lékárna U Sv. Vavřince",Anenská 13/220,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Anenská 13, Praha 11000"
-742659.99599999934,-1042784.004900001,100,"Dlouhá 9, Praha 11000",60432403,,Lékárna Dr. Kunčického,Dlouhá 9,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Dlouhá 9, Praha 11000"
-742849.99689999968,-1043304.0009999983,100,"Havelská 14, Praha 11000",25149997,,Lékárna U Červeného orla,Havelská 14,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Havelská 14, Praha 11000"
-741931.52690000087,-1043192.8044,100,"Hybernská 24, Praha 11000",64926737,,Lékárna U Masarykova nádraží,Hybernská 24,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Hybernská 24, Praha 11000"
-742414.00910000131,-1043491.5115999989,100,"Jindřišská 11, Praha 11000",64764249,,Lékárna U Palmy,Jindřišská 11,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Jindřišská 11, Praha 11000"
-742854.92469999939,-1043802.8231999986,100,"Jungmannova 11, Praha 11000",49276409,,Lékárna Jungmannova,Jungmannova 11/23,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Jungmannova 11, Praha 11000"
-743345.99980000034,-1043477.0040999986,95.2,"Karoliny Světlé 1013, Praha 11000",18650589,,Lékárna U Rotundy,Karoliny Světlé 11,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Karoliny Světlé 11, Praha 11000"
-744137.85539999977,-1042688.0029999986,100,"Malostranské náměstí 15, Praha 11800",49681893,,Malostranská lékárna s.r.o.,Malostranské náměstí 15/204,11800,Praha 1,Praha 1,Hl. m. Praha,2007,"Malostranské náměstí 15, Praha 11800"
-743149.09760000184,-1043634.4952999987,100,"Mikulandská 7, Praha 11000",25141929,,"CANCER, s.r.o., Lékárna Gloria",Mikulandská 7/135,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Mikulandská 7, Praha 11000"
