adresa,znacka_2015,x,zmena,znacka_1999,nazev_1999,nazev_2007,y,nazev_2015,znacka_2007
"Náměstí 5, Nasavrky 53825",,-648014.4532999992,n,,Lékárna U salamandra,Lékárna U Salamandra,-1082499.1270000003,U Salamandra,
"Náměstí 5. května 106, Lomnice nad Lužnicí 37816",,-736590.4825000018,n,,,Lékárna SALVIA,-1156721.2925000004,Lékárna Salvia,
"Náměstí 5. května 91, Jablonné nad Orlicí 56164",,-588734.4041000009,n,,,,-1068359.6548000015,Amfora,
"Náměstí 5.května, Čelákovice 25088",BENU,-718449.4877000004,n,,,,-1037853.5133999996,BENU Lékárna,
"Náměstí 591, Tuchlovice 27302",,-772593.3447000012,n,,Lékárna,Lékárna,-1033203.2921999991,Lékárna Tuchlovice,
"Náměstí 64, Mirotice 39801",,-780330.1920999996,n,,Lékárna U Mikoláše Alše,Lékárna U Mikoláše Alše,-1112160.8476999998,Lékárna u Mikoláše Alše,
"Náměstí 73, Brankovice 68332",,-560429.8024000004,n,,,,-1169127.3035999984,Lékárna U Sv. Mikuláše,
"Náměstí 86, Ledenice 37311",,-745934.4270000011,n,,,Lékárna Lannova třída s.r.o. - OOVL,-1172144.6479999982,OOVL - L Lannova tř.s.r.o.,
"Náměstí Gen. Knopa 1061, Žamberk 56401",,-597891.5045000017,n,,,,-1061614.3839000016,U Zlaté koruny,
"Náměstí Gen. Knopa 837, Žamberk 56401",,-597925.6352000013,n,,,,-1061536.0141999982,Lékárna Na Poliklinice,
"Náměstí Kryštofa Haranta 23, Bezdružice 34953",,-848557.5593999997,n,,,,-1047616.9439999983,U Zlaté koruny,
"Náměstí Míru 174, Zlín 76001",BENU,-520965.53229999915,n,,,,-1165049.0656999983,BENU Lékárna,
"Náměstí Míru 283, Heřmanův Městec 53803",,-656333.5914000012,n,,,,-1069889.7939999998,Lékárna Čech s.r.o.,
"Náměstí Míru 314, Liberec - Ruprechtice 46014",,-687017.3508000001,n,,,,-971576.1323999986,Salvia,
"Náměstí Míru 92, Týn nad Vltavou 37501",,-755889.2386999987,n,,,,-1138290.5749999993,LÉKÁRNA NA NÁMĚSTÍ,
"Náměstí Na Městečku 525, Veverská Bítýška 66471",,-609653.9417000003,n,,,,-1150425.3374000005,Lékárna Bítýška,
"Náměstí Odboje 294, Dvůr Králové nad Labem 54401",,-639520.8027000017,n,,,"Stará lékárna, s.r.o.",-1017791.3205999993,Stará lékárna,
"Náměstí Republiky 11, Městec Králové 28903",,-678885.3079000004,n,,,"KRALA s.r.o., Lékárna Verbena",-1038021.500599999,Lékárna Verbena,
"Náměstí Republiky 11, Tachov 34701",Dr.Max,-874606.5582000017,n,,,,-1056105.3847999983,Dr.Max LÉKÁRNA,
"Náměstí Republiky 213, Městec Králové 28903",BENU,-678994.0670000017,n,,,,-1037956.5047000013,BENU Lékárna,
"Náměstí Smiřických 42, Kostelec nad Černými Lesy 28163",Dr.Max,-713112.1349,n,,,,-1057414.434799999,Dr.Max LÉKÁRNA,
"Náměstí Svobody 1613, Pohořelice 69123",,-606821.4349999987,n,,,,-1183653.2857999988,Lékárna Cyrmex,
"Náměstí Svobody 271, Železnice 50713",,-669181.7397999987,n,,,,-1009378.1306999996,THEA,
"Náměstí Svobody 3312, Teplice 41501",Dr.Max,-776262.1697999984,n,,,,-976164.1356000006,Dr.Max LÉKÁRNA,
"Náměstí Svobody 359, Kunovice 68604",,-537479.9134000018,n,,,,-1184011.2982,Lékárna,
"Náměstí T. G. Masaryka 94, Frýdlant 46401",,-684317.2124999985,n,,,,-957219.8784000017,Lékárna Tilia,
"Náměstí T.G.Masaryka 91, Lipník nad Bečvou I - Město 75131",,-523714.4305999987,n,,,,-1131249.4945,Lékárna Dr. Schwarz,
"Náměstí dr. Karla Kramáře 54, Vysoké nad Jizerou 51211",,-665010.0009000003,n,,,,-986054.0056000017,OOVL - L Lékárna Na Poliklinice - Platan s.r.o.,
"Náměstí č. 47, Vranov nad Dyjí 67103",,-659617.7056000009,n,,,,-1187408.261500001,"OOVL - ""Zámecká lékárna""",
"Náměstíčko 53, Vranovice 69125",,-600850.1013000011,n,,,,-1186271.8858000003,Lékárna Vranovice,
"Národní 1, Karlovy Vary 36020",,-848928.9754999988,n,,,,-1010667.1953000017,Lékárna U Gymnázia,
"Národní 3314, Varnsdorf 40747",Dr.Max,-716344.6587000005,n,,,,-954282.1017000005,Dr.Max LÉKÁRNA,
"Národní 339, Praha 11000",BENU,-743270.9956,n,,,,-1043599.0020000003,BENU Lékárna,
"Národní 417, Praha 11000",Dr.Max,-742977.9974999987,n,,,,-1043526.000599999,Dr.Max LÉKÁRNA,
"Národní 581, Havířov 73601",,-460327.17229999974,n,,,,-1108861.3698000014,Lékárna Na Národní,
"Národní tř. 1959, Hodonín 69501",,-564512.1490999982,n,,,,-1202252.4052000009,LÉKÁRNA NA STARÉ POLIKLINICE,
"Náves 671, Zlín - Prštné 76001",,-523416.1259999983,n,,,,-1165246.7399999984,Lékárna Prštné,
"Nýřanská 1, Praha 15300",,-748522.566300001,n,,Lékárna Radotín,Lékárna,-1053840.7738999985,PharmDr.J.Schwarzová,
"OC Pivovar, Sofijská 2, Děčín 40502",Plzeňská lékárna,-748359.1015999988,n,,,,-965319.325100001,Lékárna Děčín,
"OC Tesco, Obchodní 2554, Šternberk 78501",BENU,-543210.8559000008,n,,,,-1107419.9620000012,BENU Lékárna,
"Obchodní 111, Čestlice 25170",BENU,-733057.0733999982,n,,,,-1053998.9488999993,BENU Lékárna,
"Obchodní 113, Čestlice 25101",,-733347.9182000011,n,,,,-1053577.1843000017,LÉKÁRNA SPEKTRUM,
"Obchodní 1507, Uherské Hradiště 68601",,-537481.3112000003,n,,,,-1181003.3055000007,Lékárna Hradební s.r.o.,
"Obchodní 250, Beroun 26601",Dr.Max,-770428.0953000002,y,,,"BRL Center CZ s.r.o., A lékárna v Kauflandu",-1053842.8531000018,Dr.Max LÉKÁRNA,BRL Center CZ
"Obchodní ulice 30, Karlovy Vary 36211",Dr.Max,-855032.9653000012,n,,,,-1011619.1623000018,Dr.Max LÉKÁRNA,
"Obchodní zóna 263, Jirkov 43111",Dr.Max,-805422.2807999998,n,,,"Česká lékárna,a.s., Lékárna U Kauflandu",-989418.2336000018,Dr.Max LÉKÁRNA,Dr.Max
"Obecní 287, Hodonice 67125",,-635153.7533,n,,,,-1196636.2254000008,OOVL - Hodonice,
"Obecní 714, Albrechtice 73543",,-453858.9530999996,n,,Lékárna Ve středisku,Lékárna Ve Středisku,-1108528.5555000007,Lékárna Ve středisku,
"Obilní trh 11, Brno 60200",,-598919.814199999,n,,,"DVORT s.r.o., Zdravotnické potřeby",-1160245.0593999997,Nemocniční lékárna,
"Oblouková 1395, Děčín 40501",Dr.Max,-746686.8139999993,n,,,,-965276.0007000007,Dr.Max LÉKÁRNA,
"Oblouková 313, Děčín 40501",,-746730.2943000011,n,,,,-965796.0494000018,U Václava,
"Oblouková 610, Vrané nad Vltavou 25246",,-748076.9871000014,n,,,"Revital Pharma, s.r.o., Lékárna Vrané",-1059466.614,Vranská lékárna,
"Oblá 75a, Brno 63400",,-602378.0614,y,INPHARMA,"INPHARMA, s.r.o.","FABAS s.r.o., Lékárna Kamenný Vrch ",-1162374.879999999,Lékárna Kamenný vrch,
"Obroková 11, Znojmo 66902",,-642983.613499999,n,,,,-1193724.9452,U Radnice,
"Obroková 23, Znojmo 66902",,-642993.7452999987,n,,,,-1193708.317400001,Lékárna U zlaté koruny,
"Obránců míru 141, Řečany nad Labem 53313",,-668534.9765999988,n,,,,-1058581.5406000018,OOVL - L U Romedia,
"Obránců míru 866, Lomnice nad Popelkou 51251",,-669513.9550999999,n,,"Lékárna, v.o.s.","Lékárna 050803, v.o.s.",-1002543.2835000008,Lékárna TRIO,
"Obvodová 3313, Kroměříž 76701",Dr.Max,-539315.7842999995,n,,,"Česká lékárna a.s., Dr. Max Lékárna",-1155911.5650999993,Dr.Max LÉKÁRNA,Dr.Max
"Odborářů 346, Pardubice 53009",,-648569.4318000004,n,,Lékárna Na trojce,Lékárna Na trojce,-1059913.4147999994,Na Trojce,
"Ohmova 271, Praha 10900",,-733736.6950000003,n,,Lékárna 116 - Petrovice,Lékárna 116 - PETROVICE,-1049704.1642999984,Lékárna Poliklinika Petrovice,
"Ohradská 184, Svratka 59202",,-632923.6431999989,n,,Lékárna,Lékárna,-1099170.5177999996,Lékárna Svratka s.r.o.,
"Okružní 10, Mohelnice 78985",,-569181.1829000004,n,,Lékárna Zdraví,Lékárna Zdraví,-1098750.887600001,Lékárna ZDRAVÍ,
"Okružní 1412, Aš 35201",,-898046.6667000018,n,,,,-1004882.1350999996,FATUM,
"Okružní 1430, Orlová - Lutyně 73514",Dr.Max,-459687.6328999996,n,,,,-1097754.0177000016,Dr.Max LÉKÁRNA,
"Okružní 2160, Nymburk 28800",,-698606.4811000004,n,,,,-1037681.5989000015,Na Sídlišti,
"Okružní 226, Březová 35761",,-867199.3838,n,,Lékárna,Lékárna Březová,-1017430.6592000015,Březová,
"Okružní 3368, Ústí n. Labem 40001",Dr.Max,-762051.8110000007,n,,,,-975677.5443999991,Dr.Max LÉKÁRNA,
"Okružní 366, Budyně nad Ohří 41118",,-758552.0357999988,n,,Lékárna U zlaté koruny,Lékárna U Zlaté Koruny,-1005162.5051999986,U Zlaté koruny,
"Okružní 4, Bruntál 79201",,-527625.0916000009,n,,,,-1079554.644200001,Lékárna Pod Pradědem,
"Okružní 4262, Prostějov 79601",Dr.Max,-558209.3443000019,n,,,"Česká lékárna a.s., Dr. Max Lékárna",-1135046.3277999982,Dr.Max LÉKÁRNA,Dr.Max
"Okružní 5290, Zlín 76005",,-520922.4327000007,n,,,Lékárna Slunce,-1164017.9954000004,Lékárna Slunce na Jižních Svazích,
"Okružní ul. 4701, Zlín 76005",,-521513.2829999998,n,,,,-1164253.207800001,Lékárna Jižní svahy,
"Olbrachtova 9, Praha 14000",BENU,-741612.9497999996,n,,,,-1047970.4741000012,BENU Lékárna,
"Oldřicha Blažka 508, Rájec-Jestřebí 67902",,-593890.7969000004,n,,Lékárna,,-1137462.2945000008,Lékárna Rájec s.r.o.,
"Olomoucká 121, Opava 74601",BENU,-498869.57360000163,n,,,,-1088463.0383000001,BENU Lékárna,
"Olomoucká 2844, Opava 74601",,-498654.87469999865,n,,,,-1088343.4543999992,Lékárna Hypernova,
"Olomoucká 4619, Prostějov 79811",BENU,-558008.8935000002,n,,,,-1133209.6125000007,BENU Lékárna,
"Olomoucká 66, Šternberk 78501",,-542655.9923,n,,Lékárna základního typu SALUS II.,Lékárna Salus II.,-1107209.3561000004,Lékárna Pharmia,
"Olomoucká 69, Mariánské Údolí 78366",,-536572.3757000007,n,,,,-1119898.6904000007,OOVL - L Velká Bystřice,
"Olomoucká 86, Opava 74609",,-498507.27870000154,n,,,,-1088124.9774000011,Lékárna Slezské nemocnice v Opavě,
"Olomoucká 90, OC Olympia, Velký Týnec 77700",,-543519.1152999997,n,,,,-1125691.3350999989,Lékárna Flora,
"Olšanská 2666, Praha 13000",,-739563.9952000007,n,,,,-1043826.0058000013,Olšanská,
"Ondráčkova 226, Brno 62800",,-591533.3658000007,n,,,,-1160184.9090999998,Lékárna Ondráčkova,
"Opatovská 1753, Praha 14900",,-736951.7862999998,n,,,,-1050806.8440000005,Lékárna Opatovská,
"Opatovská 1763, Praha 14900",,-736888.0650000013,n,,Lékárna Opatovská,Lékárna Opatovská,-1050724.6506000012,Lékárna Medifin,
"Opatovská 874, Praha 14000",,-735912.0601999983,n,,,,-1050276.6768999994,Metro Háje,
"Opatovská 874, Praha 14900",,-735912.5989000015,n,,Lékárna metro Háje,"SCHLECKER a.s., Lékárna",-1050276.9452,Lékárna,
"Opavská 101, Velká Polom 74764",,-483824.05380000174,n,,,,-1097237.2881000005,OOVL - Lékárna Velká Polom,
"Opavská 1132, Krnov 79401",Dr.Max,-509190.8253999986,n,,,,-1069988.3508000001,Dr.Max LÉKÁRNA,
"Opavská 296, Krnov 79401",,-508702.9807000011,n,,,,-1070033.981800001,Lékárna Pod Cvilínem,
"Opavská 3126, Kravaře 74721",,-488877.02479999885,n,,,,-1089015.796500001,Lékárna Kravaře s.r.o.,
"Opavská 326, Ostrava - Plesná 72527",Dr.Max,-480139.47560000047,n,,,,-1099342.3101000004,Dr.Max LÉKÁRNA,
"Opavská 6116, Ostrava - Poruba 70856",,-477706.05530000106,n,,,,-1101597.2049999982,APROMED,
"Opavská 6117, Ostrava - Poruba 70800",,-478219.9860999994,n,,,,-1101294.6666,Lékárna U vozovny,
"Opavská 6201, Ostrava - Poruba 70800",,-477490.5357999988,n,,,,-1101741.2292000018,Lékárna NIKA,
"Opavská 774, Ostrava - Poruba 70800",,-478793.83570000157,n,,,,-1101010.3357999995,Lékárna Silesia,
"Opavská 962, Ostrava - Poruba 70868",,-478133.4904999994,n,,,,-1101340.5034000017,Amphora,
"Oplanská 2614, Praha 19016",,-726903.7155999988,n,,,,-1046279.1726999991,Lékárna Blatov,
"Opletalova 1535, Praha 11000",,-742328.9142999984,n,,,,-1043821.4831999987,Lékárna Opletalova,
"Opletalova 6, Olomouc 77900",,-547071.5800999999,n,,,,-1121328.3476000018,Lékárna U Sv.Mořice,
"Optátova 1a, Brno 63700",,-601873.6242000014,n,,"Lékárna ATLAS, s.r.o.",Lékárna ATLAS s.r.o.,-1158648.4560000002,Lékárna ATLAS,
"Orlická 400, Týn nad Vltavou 37501",,-756278.3150999993,n,,Malostranská lékárna,Malostranská lékárna,-1138627.1484000012,Malostranská lékárna,
"Orlí 34, Brno 60200",,-597733.0733999982,n,,,,-1160874.2490999997,Chytrá lékárna,
"Orlí 8, Brno 60200",,-597974.3145000003,n,,"Lékárna Na Orlí, a.s.","Rent-Pharm, a.s., Lékárna",-1160989.2281999998,Lékárna Na Orlí,
"Ortenova 188, Kutná Hora 28401",Dr.Max,-683377.9791000001,n,,,"Česká lékárna a.s., Dr. Max Lékárna",-1065039.2052000016,Dr.Max LÉKÁRNA,Dr.Max
"Osadní 35, Praha 17000",,-740759.4992000014,n,,Lékárna Osadní,"IPC s.r.o., Lékárna Osadní",-1041388.2919000015,Lékárna Osadní,
"Osadní 473, Kamenice 25168",,-733794.8482999988,n,,,,-1064648.631000001,Alba,
"Osecká 1069, Lipník nad Bečvou 75131",,-524055.8416999988,n,,,,-1131262.6550999992,Lékárna Dr. Schwarz,
"Osecká 309, Lipník nad Bečvou 75131",,-524120.7142000012,n,,Lékárna,"MED Centrum spol. s r.o., Lékárna",-1131257.0870000012,MED Centrum spol.s r.o.,
"Oslavanská, Ivančice 66491",Dr.Max,-616945.2584999986,n,,,,-1168711.2344999984,Dr.Max LÉKÁRNA,
"Ostravice 603, Ostravice 73914",,-465641.8889000006,n,,,,-1135049.3198000006,Lékárna Ostravice,
"Ostravská 1690, Český Těšín 73701",Agel,-447836.7006999999,n,,,,-1113451.8872000016,LÉKÁRNA AGEL,
"Ostravská 2030, Český Těšín 73701",Dr.Max,-448106.9919999987,n,,,"Česká lékárna a.s., Dr. Max Lékárna",-1113377.5172999986,Dr.Max LÉKÁRNA,Dr.Max
"Ostrožná 27, Opava 74601",BENU,-496827.0445000008,y,,,Lékárna MG Medical Center,-1087922.6495000012,BENU Lékárna,
"Osvoboditelů 1228, Lovosice 41002",,-762212.9646999985,n,,,,-992228.4514000006,Lékárna - Orbis,
"Osvoboz. politických vězňů 241, Benátky nad Jizerou 29471",,-711147.9013999999,n,,,,-1024815.2221000008,Viola,
"Osvobození 1562, Karviná - Nové Město 73506",,-451923.0511999987,n,,,,-1100203.642099999,Lékárna Na Hlavní,
"Osvobození 464, Kamenický Šenov 47114",,-728785.9987999983,n,,,,-967868.0051999986,Lékárna U Hedviky,
"Otakara Jeremiáše 1973, Ostrava - Poruba 70800",,-479566.2028999999,n,,,,-1099854.292199999,Lékárna Olympia,
"Otakara Kubína 11, Boskovice 68001",,-591917.7316999994,n,,,"LEBO, s.r.o., Lékárna LEBO",-1128308.7041999996,LEBO č.1,
"Otakara Kubína 179, Boskovice 68001",,-592099.9149999991,n,,"Lékárna BH Agapé, s.r.o.","BH AGAPÉ  s.r.o., Lékárna",-1128313.4499000013,Lékárna Nemocnice Boskovice s.r.o.,
"Ouvalova 1844, OC Kaufland, Slaný 27401",Dr.Max,-764263.2622999996,n,,,,-1023952.5995999984,Dr.Max LÉKÁRNA,
"Ořešská 104, Praha 15500",,-751590.3979000002,n,,Lékárna Řeporyje,,-1048044.1508999988,Řeporyje,
"Palachova 1404, Liberec 46001",,-687809.3783,n,,,,-973883.9847000018,Lékárna,
"Palachova 9, Litoměřice 41201",Dr.Max,-756343.6574999988,n,,,,-990606.2338000014,Dr.Max LÉKÁRNA,
"Palackého 1-3, Brno 61242",,-598616.7041999996,n,,,Fakultní lékárna Fa F,-1158128.7947999984,Fakultní lékárna FaF VFU Brno,
"Palackého 1334, Třešť 58901",,-678500.1257000007,n,,,"LKF s.r.o., Lékárna Salix",-1141348.1281000003,Lékárna Salix,
"Palackého 137, Brno 61200",,-599109.5155999996,n,,"Lékárna ESENCIA S C K PHARM, s.r.o.","MEDICUS, s.r.o., Lékárna Esencia KP",-1156580.8588999994,ESENCIA KP,
"Palackého 150, Mladá Boleslav 29350",,-703186.8117000014,n,,,,-1010693.7358999997,Nemocniční lékárna,
"Palackého 201, Trutnov 54101",,-631052.9541999996,n,,,"BEAS pharm s.r.o., Lékárna Na Poliklinice",-1004281.625500001,Pilulka Lékárna,
"Palackého 253, Veltrusy 27746",,-746509.874499999,n,,Lékárna,"G-PHARM s.r.o., Lékárna Pod štítem",-1022112.8035999984,Pod Štítem,
"Palackého 3, Olomouc 77200",,-547450.1235000007,n,,Lékárna U PÔTTINGEA,Lékárna U Pöttingea,-1121242.9054999985,Lékárna U Pöttingea,
"Palackého 300, Jedovnice 67906",,-586005.4307000004,n,,,Lékárna KRAS,-1145659.6849000007,KRAS,
"Palackého 351, Tábor 39001",,-735681.5483000018,n,,Lékárna U bílého jednorožce,Lékárna U Bílého jednorožce,-1119672.3398999982,U Bílého jednorožce,
"Palackého 37, Brno 61200",,-598750.0533000007,n,,Lékárna U Svaté Trojice,Lékárna U Svaté Trojice,-1157624.398600001,Lékárna U Svaté Trojice,
"Palackého 384, Újezd u Brna 66453",,-588837.9662999995,n,,Lékárna,Lékárna,-1172037.9327000007,Lékárna,
"Palackého 399, Třinec 73961",,-443681.7305999994,n,,Lékárna Pod podloubím,,-1122355.8586000018,Lékárna pod podloubím,
"Palackého 4272, Chomutov 43001",,-808057.9998999983,n,,Lékárna U českého lva,"HELEIS, s.r.o., Lékárna U Českého lva",-991590.4455999993,U Českého lva,
"Palackého 436, Pardubice 53002",,-648246.0207999982,n,,Lékárna U raka,"Lékárna U raka, s.r.o.",-1061044.510400001,LÉKÁRNA U RAKA Pardubice s.r.o.,
"Palackého 48, Smiřice 50303",,-637502.9657000005,n,,Lékárna,"ESOF, s.r.o., Smiřická lékárna",-1032628.7432999983,Smiřická lékárna,
"Palackého 5, Praha 11592",,-742767.6207000017,n,,Lékárna Palackého,"Nemocnice Na Františku, Lékárna Palackého",-1043717.2531000003,Palackého,
"Palackého 520, Holešov - Všetuly 76901",BENU,-528048.3203999996,n,,,,-1153378.6550000012,BENU Lékárna,
"Palackého 541, Dobřichovice 25229",BENU,-755721.6275000013,y,,,"Lékárna HAVRA NZ, s.r.o",-1059188.5403000005,BENU Lékárna,
"Palackého 545, Holešov 76901",Dr.Max,-526476.6105999984,n,,,,-1152910.0450000018,Dr.Max LÉKÁRNA,
"Palackého 61, Nechanice 50315",,-654471.4717999995,n,,Lékárna U bílého lva,Lékárna U Bílého lva,-1037397.943500001,U Bílého lva,
"Palackého 70, Pelhřimov 39301",,-694964.1064999998,n,,Lékárna U Slovanské lípy,Lékárna U Slovanské lípy,-1122898.8374999985,Lékárna U Slovanské lípy,
"Palackého 76, Žiželice nad Cidlinou 28129",,-673312.7663999982,n,,,,-1047063.3277000003,Lékárna Svatého Prokopa,
"Palackého 90, Brno 61200",,-598769.8409999982,n,,"Lékárna A D O N I A, v.o.s.","Lékárna A D O N I A, v.o.s.",-1157410.9448999986,ADONIS,
"Palackého 972, Holešov 76901",,-526640.2514000013,n,,,Lékárna,-1152972.5797999986,Lékárna Medica,
"Palackého nám. 20, Rosice 66501",,-614084.6008000001,n,,,,-1160546.4096000008,Green pharmacy s.r.o.,
"Palackého nám. 22, Rosice 66501",,-614051.2041999996,n,,,,-1160548.7296000011,Lékárna Rosice,
"Palackého nám. 31, Lomnice u Tišnova 67923",,-609581.8018000014,n,,,,-1136056.6130000018,Lékárna v Lomnici,
"Palackého nám. 31, Počátky 39464",,-696280.9681999981,n,,,,-1141970.9979999997,Lékárna U Sv.Kateřiny,
"Palackého nám. 41, Dačice 38001",,-684434.8575000018,n,,,,-1163719.3293000013,Lékárna Na Náměstí Dačice s.r.o.,
"Palackého nám. 41, Ivančice 66491",,-615915.5340999998,n,,,,-1169270.9167000018,Lékárna M.K.P.service s.r.o.,
"Palackého nám. 894, Zdice 26751",,-776908.2901000008,n,,Lékárna,,-1057921.1629999988,Lékárna Zdice,
"Palackého nám. č.p. 254, Hořovice 26800",,-783479.1154000014,n,,,,-1065447.2996000014,U Černého orla,
"Palackého nám.14, Jevíčko 56943",,-585455.7912000008,n,,,,-1113259.0964000002,Lékárna U Bílého anděla,
"Palackého náměstí 144, Skuteč 53973",,-634168.7545000017,n,,,,-1084146.9765000008,Skutečská lékárna,
"Palackého náměstí 251, Třeboň 37901",,-734457.1625999995,n,,,Lékárna na Předměstí,-1165757.7916,Lékárna Na Předměstí,
"Palackého náměstí 26, Kostelec nad Orlicí 51741",,-615205.5821999982,n,,,Lékárna,-1055022.310800001,Lékárna,
"Palackého náměstí 30, Rosice 66501",,-614114.5324000008,n,,,"ROSApharm  v.o.s., Lékárna",-1160495.4395000003,ROSApharm,
"Palackého náměstí 373, Skuteč 53973",,-634104.6338,n,,Lékárna U červeného raka,Lékárna U Červeného raka,-1084154.4945,Lékárna U Červeného raka,
"Palackého náměstí 4, Sadská 28912",,-702047.1678000018,n,,Lékárna,Lékárna,-1043093.6198000014,Lékárna Sadská,
"Palackého náměstí 88, Kutná Hora 28401",,-684673.5971000008,n,,,,-1066182.329599999,Lékárna U Sv. Jakuba,
"Palackého tř. 2748, Pardubice 53002",Dr.Max,-649007.7287000008,n,,,,-1061044.1548999995,Dr.Max LÉKÁRNA,
"Palackého třída 1104, Brno 61200",Dr.Max,-598785.9050000012,n,,,,-1157517.2076999992,Dr.Max LÉKÁRNA,
"Palackého třída 126, Nymburk 28802",,-697379.8066000007,n,,,,-1038004.2443000004,Mgr. Eva Drápalíková,
"Palackého třída 183, Chrudim 53701",BENU,-647462.6642000005,y,,,"EUROPHARM a.s., Lékárna Nová poliklinika",-1070882.3929999992,BENU Lékárna,EUROPHARM
"Palackého třída 191, Chrudim 53701",,-647468.1616999991,n,,,,-1070840.691399999,Lékárna Nowa,
"Palackého třída 806, Chrudim 53701",,-647429.6845999993,n,,,,-1070798.1616000012,Lékárna Pod Břečťanem,
"Panská 23, Rychnov nad Kněžnou 51601",,-610172.6513999999,n,,Lékárna Na Panské,Lékárna Na Panské,-1050996.7743999995,Na Panské,
"Panská 387, Brno 60200",,-598205.570700001,n,,,,-1160936.6195,Chytrá lékárna,
"Panská 894, Praha 11000",,-742483.8093999997,n,,,,-1043370.7412,Lékárna Černá Růže,
"Papírová 525, Liberec 46001",,-688114.2056000009,n,,,,-973966.2250000015,Lékárna Papírová,
"Pardubická 38, Choltice 53361",,-658891.4941000007,n,,,Lékárna U Romedia,-1064980.5350000001,Lékárna U Romedia,
"Pardubická 528, Chrudim 53701",,-647686.4433999993,n,,,,-1069784.1301999986,Lékárna,
"Partyzánská 1521, Opava - Kateřinky 74705",Agel,-496361.2140999995,n,,,,-1087433.1761999987,LÉKÁRNA AGEL,
"Partyzánská 3, Šternberk 78501",,-542320.9930000007,n,,Lékárna SALUS,Lékárna Salus,-1106729.1763000004,Lékárna SALUS,
"Pasovská 175, Vimperk 38501",Dr.Max,-805166.3372000009,n,,,,-1150470.5161999986,Dr.Max LÉKÁRNA,
"Pavlovova 1626, Ostrava - Zábřeh 70030",,-474397.88489999995,n,,,,-1105789.4693999998,PILULKA,
"Pavlovova 2624, Ostrava - Zábřeh 70030",Dr.Max,-473637.9316999987,n,,,,-1105777.6678000018,Dr.Max LÉKÁRNA,
"Pavlíkova 67, Ořechov 66444",,-605120.6143000014,n,,,EUPHRASIA s.r.o. Lékárna Ořechov,-1169466.8795000017,Lékárna EUPHRASIA s.r.o.,
"Paříkova 910, Praha 19000",,-737080.5152000003,n,,,,-1041146.8511000015,Lékárna Rubeška,
"Pekařská 431, Brno 60200",,-598858.5832999982,n,,,,-1161060.2855000012,Lékárna Proti Sv. Anně,
"Pekařská 5, Brno 60200",,-598456.7732000016,n,,"Lékárna M-PHARM, s.r.o.","M-PHARM s.r.o., Lékárna Na Pekařské",-1161051.3460000008,Lékárna Na Pekařské,
"Pekařská 53, Brno 65691",,-598874.932599999,n,,Ústavní lékárna,,-1161099.1530000009,Lékárna FN u sv. Anny v Brně,
"Pekařská 75, Lednice 69144",,-588643.9409000017,n,,Lékárna U RAKA,Lékárna U RAKA s.r.o.,-1205929.9250000007,OOVL - Lékárna Cyrmex,
"Pekařská 83, Opava - Kateřinky 74705",Dr.Max,-496512.8416999988,n,,,,-1086712.6435999982,Dr.Max LÉKÁRNA,
"Pernštejnské nám. 110, Hranice na Moravě 75301",Dr.Max,-512765.99060000107,n,,,,-1129701.8401999995,Dr.Max LÉKÁRNA,
"Petra Bezruče 158, Nýrsko 34022",,-846990.5758999996,n,,,,-1117003.4167999998,Lékárna Nýrsko,
"Petra Bezruče 3388, OC Central, Kladno 27201",BENU,-764482.0100999996,n,,,,-1033292.7685000002,BENU Lékárna,
"Petrovice 118, Petrovice 40337",,-762734.8977999985,n,,,,-959592.4825000018,Lékárna Petrovice,
"Petrovice 49, Petrovice 26255",,-756967.8768000007,n,,,,-1100957.8658999987,OOVL - L Krásná Hora nad Vltavou,
"Petrovice u Karviné 581, Petrovice u Karviné 73572",,-451112.690200001,n,,,,-1096388.133200001,Lékárna Petrovická,
"Petrské náměstí 5, Prostějov 79601",,-558045.9074999988,n,,,Lékárna U SVATÉHO PETRA,-1134211.6495000012,Lékárna U SVATÉHO PETRA,
"Petřkovická 144, Ostrava - Hošťálkovice 72528",,-475276.97470000014,n,,,,-1099524.1345999986,Lékárna Hošťálkovice,
"Pešinova 153, Hradec Králové 50008",Plzeňská lékárna,-639813.5012999997,y,,,"Svatojánská lékárna, s.r.o.",-1046062.553199999,Svatojánská lékárna,
"Piaristů 26, Mikulov 69201",,-600934.7144999988,n,,,Lékárna Camellia,-1204347.0949999988,CAMELLIA,
"Pilnáčkova 436, Hradec Králové 50003",Dr.Max,-640463.6006000005,y,,,"BRL Center CZ s.r.o., A lékárna v Kauflandu",-1041531.2404000014,Dr.Max LÉKÁRNA,BRL Center CZ
"Pionýrů 2242, Frýdek - Místek 73801",,-467941.2514999993,n,,,,-1119302.6563999988,Lékárna Anenská,
"Pirnerova 1395, Praha 15600",,-747096.058699999,n,,,,-1055752.6358999982,Lékárna Slunce,
"Pitrova 1319, Třebechovice pod Orebem 50346",Plzeňská lékárna,-629894.4825000018,y,,,"Třebechovická lékárna, s.r.o.",-1044638.9118000008,Třebechovická lékárna,
"Pivovarská 11, Rýmařov 79501",,-542082.2305000015,n,,Lékárna Helios,"Karajannis s.r.o., Lékárna  Helios ",-1084366.1684999987,Helios,
"Pivovarská 2396, Cheb 35002",Dr.Max,-887377.7758999988,n,,,,-1022170.310800001,Dr.Max LÉKÁRNA,
